Context,Text Response
The computer doesn't lie.,"	What books do I have late fees for?"
"They're all math books,and according to the system, you still have them.","	Oh yeah,I do!I totally forgot about them and left them on my bed."
"Once you return them and pay the fee,you can borrow books again.","	But I really need to borrow those books now."
I can put them on hold for you.,"	Yes!You are the best."
"I'm so frustrated,I can't find any books on my research topic at my library.","	Why don't you try a different library?"
I don't want to waste gas money.,"	But you might find your book."
What library do you suggest?,"	I suggest the one near my house."
That is way too far for me.,"	They have a lot of books.That library has never disappointed me."
Why don't you borrow them for me?,"	I don't know about that."
What if you lose the books?,"	I won't.I swear on my life."
"Wow,you're so serious.","	This is a great book you're checking out."
can I check out more than one?,"	Of course!It would be crazy if you could only get one book."
That is awesome!I'll be back.,"	Don't go crazy now.The limit is 15 books."
Don't worry.,"I'll probably come back with 5 more books.	It is great to see a kid excited about reading."
Would you like to check it out?,"	Yes,I'd like to check it out."
"Interesting magazine choice,Reading about celebrities is not really smart of you.","	Don't judge me,I can't read educational stuff all the time."
I do!I read Time and National Geographic.,"	Everyone is taste is different."
How long do you want to check that video out for?,"	One week would be nice."
That will be $5.,"	What?!I thought I could check out videos for free."
You can check out educational videos for free.,"	This is bogus."
It is still not a bad price.,"	Okay,what if I only borrow it for a day?"
It will be $2.,"	Okay,here is $2."
So much for a library that services the public.,"	I hope you enjoy the movie."
"For 2 bucks,I'd better love the movie	There is a huge rip here.",
Did you put the tape there?,"	No,it was there before."
I know you're lying to me.,"	If you know,then why did you ask if I put the tape on?"
I wanted to see if you were a liar or not.,"	How did you know I'm lying?"
"Before you check out the book,the librarian checks it for damage.","	Wow,you guys think of everything."
Are you kidding me?,"	No,I am not kidding you."
Are you looking for something?,"	I'm researching for my project."
Can you come back tomorrow?,"Your daily computer limit time is up.	I don't have a computer at home."
My project is due very soon.,"I need to research.	How about books?This is a library after all."
I'll help you.,"	Thank you.I appreciate it"
How much do I need to insert here to make one copy?,"	It depends."
Do you want your copy in color or black and white?,"	I want it in color."
Then it will be 20 cents per page.,"	That is kind of expensive."
"Yeah,but most of us don't have a copy machine of our own.","	I have one, but it is broken."
Do you really not have 20 cents?,"	I do,but I'm really cheap."
"Well,you don't really have a choice at this point	Why is the printer line so long?",
What do you have to print?,"	I have to print some notes."
"Good luck,You'll be waiting here for a long time.","	I bet the ink and paper will go out."
Do you have a restroom?,"	Only for employees."
But I really need to go.,"	I can't let you go.There is a restroom in the market across from us though."
That restroom is really dirty.,"It smells like someone died in there.	Fine,I'll take you to our restroom."
Yay!Thank you so much.,"	We have to go secretly.If anyone sees you use the restroom,I'll be fired."
Don't worry.,"I will be small and quiet as a mouse.	Okay,good.The password is 595.Go quickly before anyone sees you."
Thank you for your kindness.,"	You owe me if we ever see each other again."
What is so good about volunteering there?,"	It is fun,and you feel good about yourself."
What do you do there?,"	Everyone does different things,I organize events."
What kind of events?,"	Movies,art and crafts,magic shows and more."
"That does sound fun!	Do you want to sign up?",
"Yeah,how do I sign up?","	I'll get you an application."
"I can't study at home,because my family talks so loudly.","	Study at the library."
Can you focus in there?,"	Yes,it is always really quiet."
I'll go today.,"	Make sure you get a good seat."
Are there not enough seats for everyone?,"	It depends on when you go."
I'm going at 1:00 a.,"m.	Dude,it is not even open that late."
But that is the best time for me.,"	You can always try a cafe.They tend to close late or not at all."
What does that mean?,"	It means you can only read it in the library."
But I need it for my essay.,"	You can take pictures of the pages you need."
I need almost all of them.,"	You can keep coming back here."
That is so inconvenient.,"	It is,but they have to be kept here."
I guess I can take pictures of the pages then.,"	Sorry about the inconvenience."
"It is okay,It is not your fault.","	Ew!Look what I found in this book."
What is that?,"	It is a dead bug."
It is all squished and messy.,"	I can't read this book without being disgusted."
But don't you really want to check out this book?,"	I do,but I really can't."
I'll check it out then.,"	You can read it without being disgusted?"
"Yeah, I'll just skip that page.","	There could be something really interesting on it."
Whatever!I'm just going to check out the book.,"	I'm applying to transfer out of this college."
I'm going to miss you.," 	Me too.I'll text you every so often."
Why do you want to transfer?,"	I don't think here it is challenging enough for me."
"You can join the honors program!	I did,and it wasn't challenging either.",
"Alright then,When are you going to start applying?","	Next month.I'm already looking at the essay prompts."
Are they challenging?,"	Yes,but they're kind of fun!"
I hope you get into wherever you want to go.,"	I don't know what university to transfer to."
"There is a lot,so it is all about picking what suits your needs.","	For starters,I would like a university in a safe area."
"Okay,what else are you thinking about?","	I want to live close to home."
I think UC Irvine would be good.,"	I don't think that is good for my major."
What is your major?,"	I'm majoring in philosophy."
"Yeah,you're right.","UCI is not good for philosophy.	I also want to go to a college that will increase my job opportunities."
What classes should I take to transfer?,"	You need a little bit of everything."
What do you mean?,"	You need to take at least one class in every subject."
Do I need to take a math class?,"	Even if your major is Portuguese,you have to take a math class."
That is so stupid.,"	It is just to make you more knowledgeable."
"But I don't even need it!	It is been like this for ages.",
"Well,the policy should be changed.","	It won't.So in the meantime,you should register for a math class."
Why are you taking this class?,"	I need it to transfer knowledge to others."
Me too!I would never take Speech 101 if I didn't need it.,"	Yeah,I hate public speaking."
Me too!I get so nervous.,"	I just want this class to be over with."
It is going to be a long semester.,"	Maybe after this class,we'll love public speaking."
"I doubt it!	I don't even know why we have to take this class to transfer.",
I guess it is to make us better speakers.,"	It'll all be worth it when we transfer."
"You only need three more classes and you'll be ready to transfer	yes, you are correct.",
Which classes do I need?,"	You need a history class,a physical science class,foreign language class."
Which history class should I take?,"	The one you're most interested in."
What are you doing?,"	I'm filling out my college application."
Do you need any help?," 	Yes,I do need help."
Should I put my ethnicity?,"	It won't be used for or against you.It is really up to you."
